module,contributor,author,commentor,integrator,churn,entropy,size,p1,p2,p3,p4,p5,p6,p7,p8,top_iso,top_rso,top_tco,status
2911,11,3,8,3,496,0.363784,0,0.181818,0.000000,0.090909,0.000000,0.000000,0.090909,0.090909,0.545455,0.62500000000000000000,0.42151675485008818342,0.50000000000000000000,FALSE
2912,8,4,6,3,340,,0,0.250000,0.000000,0.125000,0.000000,0.000000,0.250000,0.125000,0.250000,0.66670000000000000000,0.34444444444444444444,0.40000000000000000000,FALSE
2913,6,4,4,3,96,,0,0.333333,0.000000,0.166667,0.000000,0.000000,0.333333,0.166667,0.000000,0.75000000000000000000,0.41250000000000000000,0.33333333333333333333,FALSE
2914,6,4,4,3,24,,0,0.333333,0.000000,0.166667,0.000000,0.000000,0.333333,0.166667,0.000000,0.75000000000000000000,0.41250000000000000000,0.33333333333333333333,FALSE
2915,13,9,7,3,390,,0,0.153846,0.000000,0.076923,0.000000,0.076923,0.461538,0.076923,0.153846,0.73330000000000000000,0.46820728291316526611,0.24615384615384615385,FALSE
2916,6,4,4,3,408,,0,0.333333,0.000000,0.166667,0.000000,0.000000,0.333333,0.166667,0.000000,0.75000000000000000000,0.41250000000000000000,0.33333333333333333333,FALSE
2917,6,4,4,3,96,,0,0.333333,0.000000,0.166667,0.000000,0.000000,0.333333,0.166667,0.000000,0.75000000000000000000,0.41250000000000000000,0.33333333333333333333,FALSE
2918,6,4,4,3,24,,0,0.333333,0.000000,0.166667,0.000000,0.000000,0.333333,0.166667,0.000000,0.75000000000000000000,0.41250000000000000000,0.33333333333333333333,FALSE
2919,13,9,7,3,402,,0,0.153846,0.000000,0.076923,0.000000,0.076923,0.461538,0.076923,0.153846,0.73330000000000000000,0.46820728291316526611,0.24626865671641791045,FALSE
2920,6,4,4,3,4872,,0,0.333333,0.000000,0.166667,0.000000,0.000000,0.333333,0.166667,0.000000,0.75000000000000000000,0.41250000000000000000,0.33333333333333333333,FALSE
2921,6,4,4,2,55,,0,0.333333,0.000000,0.000000,0.000000,0.000000,0.333333,0.333333,0.000000,0.85710000000000000000,0.41666666666666666667,0.40000000000000000000,FALSE
2922,4,0,4,3,0,,0,0.000000,0.000000,0.750000,0.000000,0.000000,0.000000,0.250000,0.000000,0.46670000000000000000,0.41250000000000000000,0.00000000000000000000,FALSE
2923,4,0,4,3,0,,0,0.000000,0.000000,0.750000,0.000000,0.000000,0.000000,0.250000,0.000000,0.46670000000000000000,0.41250000000000000000,0.00000000000000000000,FALSE
