module,contributor,author,commentor,integrator,churn,entropy,p1,p2,p3,p4,p5,p6,p7,p8,top_iso,top_rso,top_tco
23,21,18,13,2,92650,\N,0.000000,0.000000,0.095238,0.000000,0.000000,0.285714,0.142857,0.476190,0.82470000000000000000,0.45701058201058201058,0.40498650836481381543
24,9,6,4,2,116,\N,0.000000,0.000000,0.222222,0.000000,0.111111,0.555556,0.111111,0.000000,0.57140000000000000000,0.37500000000000000000,0.31034482758620689655
25,33,24,28,3,7553,0.898664,0.030303,0.000000,0.030303,0.000000,0.000000,0.181818,0.000000,0.757576,0.75000000000000000000,0.61945535891124126418,0.21090957235535548789
27,6,1,6,2,169085,0.785861,0.000000,0.000000,0.333333,0.000000,0.166667,0.000000,0.500000,0.000000,0.93330000000000000000,0.54432234432234432234,1.00000000000000000000
28,48,34,38,4,51342,0.777723,0.041667,0.000000,0.020833,0.000000,0.000000,0.083333,0.000000,0.854167,0.61510000000000000000,0.50238326099723761577,0.20225156791710490437
31,22,13,16,2,34161,0.829093,0.000000,0.000000,0.090909,0.000000,0.090909,0.181818,0.045455,0.590909,0.68420000000000000000,0.43611111111111111111,0.44220016978425690114
33,9,6,4,2,76,\N,0.000000,0.000000,0.222222,0.000000,0.111111,0.555556,0.111111,0.000000,0.57140000000000000000,0.37500000000000000000,0.31578947368421052632
34,51,36,39,4,178078,0.780149,0.019608,0.000000,0.039216,0.000000,0.000000,0.176471,0.000000,0.764706,0.56650000000000000000,0.52528422511681440253,0.19271330540549646784
35,14,10,11,2,221,0.000000,0.071429,0.000000,0.071429,0.000000,0.071429,0.285714,0.214286,0.285714,0.70590000000000000000,0.45833333333333333333,0.28959276018099547511
41,12,9,9,3,953,0.557333,0.000000,0.000000,0.166667,0.083333,0.166667,0.333333,0.166667,0.083333,0.70590000000000000000,0.45000000000000000000,0.24344176285414480588
52,59,42,49,4,39557,0.737873,0.016949,0.000000,0.033898,0.000000,0.000000,0.084746,0.000000,0.864407,0.53850000000000000000,0.49579199826917879656,0.12397300098591905352
59,3,1,3,1,197,0.233374,0.000000,0.000000,0.333333,0.000000,0.333333,0.000000,0.333333,0.000000,1.00000000000000000000,0.58333333333333333333,1.00000000000000000000
60,3,1,3,1,80,0.826084,0.000000,0.000000,0.333333,0.000000,0.333333,0.000000,0.333333,0.000000,1.00000000000000000000,0.58333333333333333333,1.00000000000000000000
61,3,1,3,1,206,0.972629,0.000000,0.000000,0.333333,0.000000,0.333333,0.000000,0.333333,0.000000,1.00000000000000000000,0.58333333333333333333,1.00000000000000000000
62,3,1,3,1,354,0.366157,0.000000,0.000000,0.333333,0.000000,0.333333,0.000000,0.333333,0.000000,1.00000000000000000000,0.58333333333333333333,1.00000000000000000000
63,3,1,3,1,196,0.234222,0.000000,0.000000,0.333333,0.000000,0.333333,0.000000,0.333333,0.000000,1.00000000000000000000,0.58333333333333333333,1.00000000000000000000
64,3,1,3,1,85,0.816953,0.000000,0.000000,0.333333,0.000000,0.333333,0.000000,0.333333,0.000000,1.00000000000000000000,0.58333333333333333333,1.00000000000000000000
65,3,1,3,1,206,0.972629,0.000000,0.000000,0.333333,0.000000,0.333333,0.000000,0.333333,0.000000,1.00000000000000000000,0.58333333333333333333,1.00000000000000000000
66,3,1,3,1,2242,0.454967,0.000000,0.000000,0.333333,0.000000,0.333333,0.000000,0.333333,0.000000,1.00000000000000000000,0.58333333333333333333,1.00000000000000000000
76,80,56,62,4,734315,0.845419,0.012500,0.000000,0.025000,0.000000,0.000000,0.062500,0.000000,0.900000,0.59130000000000000000,0.55486823199750916077,0.14416020372728325038
77,2,2,2,1,1636,0.766896,0.500000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,1.00000000000000000000,0.81818181818181818182,0.50000000000000000000
81,47,36,39,3,168106,\N,0.021277,0.000000,0.042553,0.000000,0.000000,0.127660,0.000000,0.808511,0.63050000000000000000,0.53083000947835031295,0.26826526120424018179
82,12,8,6,2,810,0.525087,0.000000,0.000000,0.166667,0.000000,0.083333,0.250000,0.083333,0.416667,0.60000000000000000000,0.60000000000000000000,0.30617283950617283951
83,6,0,6,1,0,\N,0.000000,0.000000,0.166667,0.000000,0.000000,0.000000,0.833333,0.000000,1.00000000000000000000,0.25000000000000000000,0.00000000000000000000
87,1,1,1,1,9,\N,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
88,9,6,4,2,72,\N,0.000000,0.000000,0.222222,0.000000,0.111111,0.555556,0.111111,0.000000,0.62500000000000000000,0.37500000000000000000,0.33333333333333333333
89,27,24,15,3,127306,\N,0.037037,0.000000,0.074074,0.000000,0.037037,0.148148,0.000000,0.703704,0.64470000000000000000,0.51081128747795414462,0.19322734199487848177
90,17,10,11,2,22224,0.263688,0.000000,0.000000,0.117647,0.000000,0.117647,0.117647,0.117647,0.529412,0.72970000000000000000,0.47777777777777777778,0.54756119510439164867
106,3,0,3,2,0,\N,0.000000,0.000000,0.666667,0.000000,0.000000,0.000000,0.333333,0.000000,0.60000000000000000000,0.50000000000000000000,0.00000000000000000000
108,9,6,4,2,110,0.911357,0.000000,0.000000,0.222222,0.000000,0.111111,0.555556,0.111111,0.000000,0.66670000000000000000,0.49444444444444444444,0.32727272727272727273
109,13,8,8,2,725,0.607245,0.000000,0.000000,0.153846,0.000000,0.153846,0.230769,0.076923,0.384615,0.50000000000000000000,0.60000000000000000000,0.29241379310344827586
110,13,8,8,2,856,0.506366,0.000000,0.000000,0.153846,0.000000,0.153846,0.230769,0.076923,0.384615,0.50000000000000000000,0.60000000000000000000,0.24182242990654205607
111,13,8,8,2,413,0.782250,0.000000,0.000000,0.153846,0.000000,0.153846,0.230769,0.076923,0.384615,0.50000000000000000000,0.60000000000000000000,0.36803874092009685230
112,15,9,8,2,430,0.766068,0.000000,0.000000,0.133333,0.000000,0.000000,0.266667,0.066667,0.533333,0.52940000000000000000,0.51428571428571428571,0.40697674418604651163
113,11,7,5,2,216,0.991076,0.000000,0.000000,0.181818,0.000000,0.000000,0.181818,0.090909,0.545455,0.54550000000000000000,0.58333333333333333333,0.48148148148148148148
114,12,8,6,2,356,0.840981,0.000000,0.000000,0.166667,0.000000,0.083333,0.250000,0.083333,0.416667,0.53850000000000000000,0.60000000000000000000,0.40730337078651685393
115,11,7,5,2,190,0.999920,0.000000,0.000000,0.181818,0.000000,0.000000,0.181818,0.090909,0.545455,0.54550000000000000000,0.58333333333333333333,0.47894736842105263158
116,11,7,5,2,212,0.993570,0.000000,0.000000,0.181818,0.000000,0.000000,0.181818,0.090909,0.545455,0.54550000000000000000,0.58333333333333333333,0.47641509433962264151
117,10,6,5,2,24,\N,0.000000,0.000000,0.100000,0.100000,0.200000,0.400000,0.000000,0.200000,0.77780000000000000000,0.62037037037037037037,0.16666666666666666667
118,9,6,4,2,836,0.522783,0.000000,0.000000,0.222222,0.000000,0.111111,0.111111,0.111111,0.444444,0.87500000000000000000,0.37500000000000000000,0.50717703349282296651
119,13,8,9,2,373,0.553824,0.000000,0.000000,0.153846,0.000000,0.230769,0.307692,0.153846,0.153846,0.61540000000000000000,0.39166666666666666667,0.27077747989276139410
120,7,4,4,2,919,0.222704,0.000000,0.000000,0.285714,0.000000,0.142857,0.285714,0.142857,0.142857,0.62500000000000000000,0.37083333333333333333,0.60609357997823721436
121,11,8,6,2,584,0.082604,0.000000,0.000000,0.181818,0.000000,0.000000,0.181818,0.272727,0.363636,0.54550000000000000000,0.43055555555555555556,0.52054794520547945205
122,9,6,5,2,2482,0.760976,0.000000,0.000000,0.222222,0.000000,0.111111,0.222222,0.222222,0.222222,0.54550000000000000000,0.53000000000000000000,0.42264302981466559226
123,11,6,8,2,66,0.000000,0.000000,0.000000,0.181818,0.000000,0.181818,0.363636,0.181818,0.090909,0.66670000000000000000,0.35000000000000000000,0.30303030303030303030
129,32,21,28,3,545,0.644922,0.062500,0.000000,0.000000,0.000000,0.000000,0.187500,0.000000,0.750000,0.60770000000000000000,0.57378097822146535382,0.15963302752293577982
133,13,12,9,4,1252,0.682025,0.153846,0.076923,0.000000,0.076923,0.076923,0.461538,0.000000,0.153846,0.52940000000000000000,0.52658730158730158730,0.17891373801916932907
134,6,3,3,2,13,0.480618,0.000000,0.000000,0.333333,0.000000,0.166667,0.333333,0.000000,0.166667,0.60000000000000000000,0.69444444444444444444,0.38461538461538461538
138,40,27,32,3,11261,0.666142,0.025000,0.000000,0.025000,0.000000,0.000000,0.100000,0.025000,0.825000,0.62090000000000000000,0.51921103954242552147,0.19811739632359470740
139,11,7,5,2,254,0.950733,0.000000,0.000000,0.181818,0.000000,0.000000,0.181818,0.090909,0.545455,0.54550000000000000000,0.58333333333333333333,0.48031496062992125984
140,11,7,5,2,288,0.918296,0.000000,0.000000,0.181818,0.000000,0.000000,0.181818,0.090909,0.545455,0.54550000000000000000,0.58333333333333333333,0.48611111111111111111
141,13,8,8,2,708,0.855532,0.000000,0.000000,0.153846,0.000000,0.153846,0.153846,0.076923,0.461538,0.50000000000000000000,0.60000000000000000000,0.42796610169491525424
142,31,23,25,3,47984,0.892687,0.032258,0.000000,0.064516,0.000000,0.000000,0.193548,0.000000,0.709677,0.60170000000000000000,0.52478376140984627002,0.24518589529843281094
143,5,2,3,2,830,0.511245,0.000000,0.000000,0.400000,0.000000,0.200000,0.200000,0.000000,0.200000,0.66670000000000000000,0.58333333333333333333,0.50000000000000000000
144,41,27,31,4,6929,0.727283,0.024390,0.000000,0.024390,0.000000,0.000000,0.121951,0.024390,0.804878,0.65470000000000000000,0.51809558254571042295,0.24390243902439024390
150,25,17,22,3,675,0.744420,0.040000,0.000000,0.040000,0.000000,0.000000,0.280000,0.000000,0.640000,0.60000000000000000000,0.43726186062114871904,0.18962962962962962963
151,16,7,11,3,669,0.735208,0.000000,0.000000,0.125000,0.000000,0.000000,0.375000,0.062500,0.437500,0.73910000000000000000,0.60657596371882086168,0.21973094170403587444
152,14,10,7,2,165,0.864806,0.000000,0.000000,0.142857,0.000000,0.000000,0.214286,0.285714,0.357143,0.55000000000000000000,0.53306878306878306878,0.40606060606060606061
153,10,7,7,2,109,0.329541,0.100000,0.000000,0.100000,0.000000,0.300000,0.300000,0.200000,0.000000,0.50000000000000000000,0.28333333333333333333,0.17431192660550458716
154,7,5,2,2,2462,\N,0.142857,0.000000,0.000000,0.142857,0.142857,0.000000,0.000000,0.571429,0.71430000000000000000,0.94444444444444444444,0.49837530463038180341
155,5,4,2,2,843,0.518725,0.200000,0.000000,0.000000,0.200000,0.200000,0.000000,0.000000,0.400000,0.50000000000000000000,0.88888888888888888889,0.48873072360616844603
156,8,5,3,2,2318,\N,0.000000,0.000000,0.250000,0.000000,0.000000,0.250000,0.125000,0.375000,0.60000000000000000000,0.62500000000000000000,0.48533218291630716135
157,12,8,10,2,264,0.684038,0.000000,0.000000,0.166667,0.000000,0.250000,0.166667,0.250000,0.166667,0.75000000000000000000,0.40714285714285714286,0.26515151515151515152
158,11,7,8,2,40,\N,0.000000,0.000000,0.181818,0.000000,0.272727,0.363636,0.090909,0.090909,0.66670000000000000000,0.37000000000000000000,0.25000000000000000000
159,11,5,6,2,86,0.475030,0.000000,0.000000,0.181818,0.000000,0.181818,0.272727,0.181818,0.181818,0.58330000000000000000,0.48750000000000000000,0.37209302325581395349
161,38,24,34,3,4971,0.856011,0.052632,0.000000,0.026316,0.000000,0.000000,0.105263,0.000000,0.815789,0.69350000000000000000,0.56390129169206709314,0.22933011466505733253
162,3,0,3,2,0,\N,0.000000,0.000000,0.666667,0.000000,0.000000,0.000000,0.333333,0.000000,0.66670000000000000000,0.58333333333333333333,0.00000000000000000000
163,5,3,3,2,2955,0.816289,0.000000,0.000000,0.400000,0.000000,0.200000,0.400000,0.000000,0.000000,0.66670000000000000000,0.58333333333333333333,0.33333333333333333333
170,5,2,3,2,436,0.555336,0.000000,0.000000,0.400000,0.000000,0.200000,0.200000,0.000000,0.200000,0.66670000000000000000,0.58333333333333333333,0.50000000000000000000
171,5,2,3,2,2392,0.835608,0.000000,0.000000,0.400000,0.000000,0.200000,0.200000,0.000000,0.200000,0.66670000000000000000,0.58333333333333333333,0.50000000000000000000
172,5,2,3,2,814,0.511542,0.000000,0.000000,0.400000,0.000000,0.200000,0.200000,0.000000,0.200000,0.66670000000000000000,0.58333333333333333333,0.50000000000000000000
173,11,7,5,2,248,0.962900,0.000000,0.000000,0.181818,0.000000,0.000000,0.181818,0.090909,0.545455,0.54550000000000000000,0.58333333333333333333,0.47983870967741935484
174,11,7,5,2,266,0.943430,0.000000,0.000000,0.181818,0.000000,0.000000,0.181818,0.090909,0.545455,0.54550000000000000000,0.58333333333333333333,0.48120300751879699248
175,5,2,3,2,1440,0.474335,0.000000,0.000000,0.400000,0.000000,0.200000,0.200000,0.000000,0.200000,0.66670000000000000000,0.58333333333333333333,0.50000000000000000000
176,13,11,9,2,1472,0.677290,0.000000,0.000000,0.153846,0.000000,0.000000,0.230769,0.153846,0.461538,0.62500000000000000000,0.52014326563958916900,0.40217391304347826087
179,5,2,3,2,408,0.723885,0.000000,0.000000,0.400000,0.000000,0.200000,0.200000,0.000000,0.200000,0.66670000000000000000,0.58333333333333333333,0.50000000000000000000
181,4,1,3,2,184,0.512250,0.000000,0.000000,0.500000,0.000000,0.250000,0.000000,0.000000,0.250000,0.50000000000000000000,0.58333333333333333333,1.00000000000000000000
182,4,1,3,2,363,0.978162,0.000000,0.000000,0.500000,0.000000,0.250000,0.000000,0.000000,0.250000,0.50000000000000000000,0.58333333333333333333,1.00000000000000000000
183,28,23,18,2,2138,0.552362,0.071429,0.000000,0.000000,0.000000,0.035714,0.071429,0.000000,0.821429,0.50000000000000000000,0.40491815918286506522,0.23573433115060804490
185,12,6,7,2,625,0.805522,0.083333,0.000000,0.083333,0.000000,0.166667,0.000000,0.083333,0.583333,0.73330000000000000000,0.38888888888888888889,0.44320000000000000000
186,8,3,6,2,2192,0.500861,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.250000,0.375000,0.66670000000000000000,0.61111111111111111111,0.64963503649635036496
188,13,10,7,2,666,0.915264,0.076923,0.000000,0.076923,0.000000,0.000000,0.153846,0.230769,0.461538,0.64710000000000000000,0.38888888888888888889,0.34084084084084084084
191,2,2,1,1,385,0.480737,0.000000,0.000000,0.500000,0.000000,0.000000,0.500000,0.000000,0.000000,1.00000000000000000000,1.00000000000000000000,0.97922077922077922078
192,8,5,6,2,648,0.290317,0.000000,0.000000,0.250000,0.000000,0.250000,0.250000,0.250000,0.000000,0.85710000000000000000,0.25000000000000000000,0.42283950617283950617
193,6,4,4,2,266,0.750698,0.000000,0.000000,0.333333,0.000000,0.166667,0.333333,0.166667,0.000000,0.62500000000000000000,0.45833333333333333333,0.49624060150375939850
195,5,4,2,2,14,0.621610,0.200000,0.000000,0.000000,0.200000,0.200000,0.400000,0.000000,0.000000,0.66670000000000000000,0.66666666666666666667,0.57142857142857142857
197,1,0,1,1,0,\N,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,1.00000000000000000000,0.00000000000000000000
199,6,4,4,2,23,0.987620,0.166667,0.000000,0.000000,0.166667,0.333333,0.166667,0.166667,0.000000,0.83330000000000000000,0.50000000000000000000,0.34782608695652173913
201,8,6,4,2,504,0.940117,0.000000,0.000000,0.250000,0.000000,0.125000,0.375000,0.125000,0.125000,0.50000000000000000000,0.58333333333333333333,0.81150793650793650794
202,7,5,5,2,20,1.000000,0.142857,0.000000,0.000000,0.142857,0.428571,0.142857,0.142857,0.000000,0.50000000000000000000,0.40000000000000000000,0.50000000000000000000
203,1,1,1,1,6,\N,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
204,5,4,2,2,12,1.000000,0.200000,0.000000,0.000000,0.200000,0.200000,0.400000,0.000000,0.000000,0.75000000000000000000,0.50000000000000000000,0.50000000000000000000
205,11,8,7,2,351,0.621448,0.090909,0.000000,0.000000,0.090909,0.272727,0.272727,0.181818,0.090909,0.62500000000000000000,0.45833333333333333333,0.33048433048433048433
206,10,6,5,2,63,0.995452,0.000000,0.000000,0.200000,0.000000,0.100000,0.500000,0.200000,0.000000,0.60000000000000000000,0.37083333333333333333,0.42857142857142857143
207,2,2,1,1,9,\N,0.500000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,1.00000000000000000000,1.00000000000000000000,0.77777777777777777778
208,9,7,5,2,105,0.331087,0.111111,0.000000,0.111111,0.000000,0.111111,0.222222,0.222222,0.222222,0.57140000000000000000,0.43750000000000000000,0.26666666666666666667
209,7,6,3,2,98,0.000000,0.142857,0.000000,0.000000,0.142857,0.285714,0.428571,0.000000,0.000000,0.85710000000000000000,0.83333333333333333333,0.33673469387755102041
213,9,7,5,2,120,0.340739,0.111111,0.000000,0.111111,0.000000,0.111111,0.222222,0.222222,0.222222,0.57140000000000000000,0.43750000000000000000,0.29166666666666666667
215,9,7,4,2,51,\N,0.111111,0.000000,0.111111,0.000000,0.111111,0.333333,0.111111,0.222222,0.62500000000000000000,0.37500000000000000000,0.62745098039215686275
218,11,6,6,2,57,\N,0.000000,0.000000,0.181818,0.000000,0.090909,0.363636,0.272727,0.090909,0.50000000000000000000,0.45416666666666666667,0.57894736842105263158
219,9,6,4,2,19,\N,0.000000,0.000000,0.222222,0.000000,0.111111,0.555556,0.111111,0.000000,0.57140000000000000000,0.37500000000000000000,0.31578947368421052632
220,9,7,4,2,425,0.805930,0.111111,0.000000,0.111111,0.000000,0.111111,0.333333,0.111111,0.222222,0.58330000000000000000,0.37500000000000000000,0.33882352941176470588
221,9,7,4,2,169,\N,0.000000,0.000000,0.222222,0.000000,0.111111,0.444444,0.111111,0.111111,0.69230000000000000000,0.37500000000000000000,0.44970414201183431953
222,9,7,4,2,336,0.509182,0.111111,0.000000,0.111111,0.000000,0.111111,0.555556,0.111111,0.000000,0.50000000000000000000,0.37500000000000000000,0.26785714285714285714
224,9,6,4,2,76,\N,0.000000,0.000000,0.222222,0.000000,0.111111,0.555556,0.111111,0.000000,0.57140000000000000000,0.37500000000000000000,0.31578947368421052632
226,15,10,11,2,12836,0.520754,0.066667,0.000000,0.066667,0.000000,0.066667,0.200000,0.000000,0.600000,0.54050000000000000000,0.43333333333333333333,0.32689311311935182300
227,3,1,3,1,133,\N,0.000000,0.000000,0.333333,0.000000,0.333333,0.000000,0.333333,0.000000,1.00000000000000000000,0.58333333333333333333,1.00000000000000000000
228,7,5,4,2,164,0.629237,0.000000,0.000000,0.285714,0.000000,0.142857,0.428571,0.142857,0.000000,0.60000000000000000000,0.58333333333333333333,0.45731707317073170732
230,10,7,8,2,125,0.591702,0.100000,0.000000,0.000000,0.100000,0.400000,0.200000,0.200000,0.000000,0.66670000000000000000,0.39166666666666666667,0.22400000000000000000
232,14,7,9,2,738,\N,0.071429,0.000000,0.071429,0.000000,0.142857,0.142857,0.142857,0.428571,0.63160000000000000000,0.47962962962962962963,0.47831978319783197832
233,10,6,7,2,237,\N,0.100000,0.000000,0.100000,0.000000,0.100000,0.300000,0.100000,0.300000,0.58330000000000000000,0.48888888888888888889,0.29535864978902953586
234,9,6,4,2,1830,0.400513,0.000000,0.000000,0.222222,0.000000,0.111111,0.222222,0.111111,0.333333,0.70000000000000000000,0.49583333333333333333,0.45409836065573770492
235,10,7,6,2,496,0.854978,0.000000,0.000000,0.200000,0.000000,0.000000,0.300000,0.400000,0.100000,0.50000000000000000000,0.30333333333333333333,0.48185483870967741935
239,30,24,21,3,14965,0.751296,0.033333,0.000000,0.033333,0.000000,0.066667,0.200000,0.000000,0.666667,0.77360000000000000000,0.59636123680241327300,0.15603073838957567658
240,5,2,4,2,15129,0.623915,0.000000,0.000000,0.200000,0.200000,0.400000,0.000000,0.200000,0.000000,0.80000000000000000000,0.33333333333333333333,0.66666666666666666667
246,27,14,22,3,3175,0.838119,0.037037,0.000000,0.037037,0.000000,0.037037,0.222222,0.000000,0.666667,0.64520000000000000000,0.48947086410321704439,0.22677165354330708661
255,6,5,4,2,1104,\N,0.166667,0.000000,0.166667,0.000000,0.166667,0.166667,0.166667,0.166667,0.54550000000000000000,0.49583333333333333333,0.65942028985507246377
256,13,9,9,2,1364,0.673376,0.076923,0.000000,0.076923,0.000000,0.000000,0.153846,0.307692,0.384615,0.61110000000000000000,0.41481481481481481481,0.48020527859237536657
257,10,8,6,2,2865,0.831436,0.100000,0.000000,0.100000,0.000000,0.000000,0.200000,0.300000,0.300000,0.68750000000000000000,0.50793650793650793651,0.51797556719022687609
258,9,8,6,2,548,0.087020,0.111111,0.000000,0.111111,0.000000,0.000000,0.222222,0.222222,0.333333,0.66670000000000000000,0.53703703703703703704,0.43065693430656934307
259,9,5,5,2,42,0.000000,0.000000,0.000000,0.222222,0.000000,0.111111,0.444444,0.222222,0.000000,0.75000000000000000000,0.43750000000000000000,0.42857142857142857143
260,9,5,5,2,28,0.000000,0.000000,0.000000,0.222222,0.000000,0.111111,0.444444,0.222222,0.000000,0.71430000000000000000,0.43750000000000000000,0.42857142857142857143
261,13,9,8,2,121,0.248322,0.000000,0.000000,0.076923,0.076923,0.307692,0.230769,0.153846,0.153846,0.71430000000000000000,0.39166666666666666667,0.20661157024793388430
265,13,10,12,2,28258,0.850510,0.000000,0.000000,0.153846,0.000000,0.076923,0.384615,0.000000,0.384615,0.52500000000000000000,0.54577175697865353038,0.29895958666572298110
266,19,14,14,2,6442,0.356312,0.052632,0.000000,0.052632,0.000000,0.000000,0.368421,0.000000,0.526316,0.58330000000000000000,0.61407781862745098039,0.25535547966470040360
267,39,28,31,3,6696,0.898988,0.025641,0.000000,0.025641,0.000000,0.000000,0.153846,0.000000,0.794872,0.71720000000000000000,0.57429380085367480325,0.15098566308243727599
268,11,5,7,2,1512,0.862536,0.000000,0.000000,0.181818,0.000000,0.000000,0.181818,0.000000,0.636364,0.73680000000000000000,0.79365079365079365079,0.85648148148148148148
269,18,12,13,2,1194,0.734611,0.000000,0.000000,0.111111,0.000000,0.055556,0.055556,0.111111,0.666667,0.64860000000000000000,0.53233082706766917293,0.60636515912897822446
270,13,9,10,2,10908,0.739842,0.076923,0.000000,0.076923,0.000000,0.000000,0.230769,0.000000,0.615385,0.50000000000000000000,0.52240896358543417367,0.48615694902823615695
271,13,9,11,2,29343,0.579438,0.076923,0.000000,0.076923,0.000000,0.000000,0.384615,0.000000,0.461538,0.57500000000000000000,0.45304802955665024631,0.20444399004873393995
272,14,10,11,2,13374,0.587487,0.071429,0.000000,0.071429,0.000000,0.000000,0.428571,0.000000,0.428571,0.51110000000000000000,0.54577175697865353038,0.22865260954090025422
273,14,12,12,2,6573,0.843367,0.071429,0.000000,0.071429,0.000000,0.071429,0.285714,0.000000,0.500000,0.50000000000000000000,0.46102900930487137384,0.22683706070287539936
274,13,9,11,2,980,\N,0.076923,0.000000,0.076923,0.000000,0.076923,0.384615,0.000000,0.384615,0.52380000000000000000,0.45768025078369905956,0.24387755102040816327
275,14,10,11,2,45468,0.842462,0.071429,0.000000,0.071429,0.000000,0.000000,0.428571,0.000000,0.428571,0.52270000000000000000,0.54161068816241230034,0.23680390604381103193
276,14,10,13,2,22136,0.482075,0.000000,0.000000,0.142857,0.000000,0.000000,0.428571,0.000000,0.428571,0.55810000000000000000,0.53251977907150320943,0.29332309360318033972
277,14,10,12,2,108,\N,0.000000,0.000000,0.142857,0.000000,0.071429,0.357143,0.000000,0.428571,0.52000000000000000000,0.45304802955665024631,0.29629629629629629630
278,16,13,12,2,4677,0.712557,0.125000,0.000000,0.000000,0.000000,0.062500,0.187500,0.000000,0.625000,0.51220000000000000000,0.46243842364532019704,0.31515929014325422279
279,14,10,12,2,112,\N,0.000000,0.000000,0.142857,0.000000,0.071429,0.357143,0.000000,0.428571,0.52000000000000000000,0.45304802955665024631,0.28571428571428571429
280,25,21,20,2,6012,0.376440,0.000000,0.000000,0.080000,0.000000,0.000000,0.200000,0.000000,0.720000,0.55170000000000000000,0.52252717178825553210,0.39105123087159015303
281,29,19,25,3,1713,0.899395,0.068966,0.000000,0.034483,0.000000,0.000000,0.137931,0.000000,0.758621,0.66250000000000000000,0.53883153798135415782,0.31290134267367192061
282,21,14,16,2,12192,0.657624,0.047619,0.000000,0.047619,0.000000,0.047619,0.142857,0.000000,0.714286,0.56720000000000000000,0.63071343719480129216,0.35359251968503937008
283,18,12,11,2,3833,0.502385,0.055556,0.000000,0.055556,0.000000,0.000000,0.388889,0.000000,0.500000,0.88000000000000000000,0.74254529936974789916,0.28515523088964257762
284,20,14,13,2,1247,0.723170,0.050000,0.000000,0.050000,0.000000,0.000000,0.150000,0.000000,0.750000,0.69230000000000000000,0.61336784713885554222,0.33119486768243785084
285,13,9,8,2,2051,0.051812,0.076923,0.000000,0.076923,0.000000,0.076923,0.461538,0.000000,0.307692,0.55560000000000000000,0.58993856702163624070,0.36811311555338859093
286,10,8,5,2,3825,0.619085,0.100000,0.000000,0.100000,0.000000,0.100000,0.600000,0.000000,0.100000,0.89470000000000000000,0.76404857397504456328,0.27816993464052287582
287,22,16,17,3,1123,0.641588,0.045455,0.000000,0.045455,0.045455,0.000000,0.363636,0.000000,0.500000,0.79410000000000000000,0.66235824190787426082,0.26981300089047195013
288,18,12,11,2,509,0.801228,0.055556,0.000000,0.055556,0.000000,0.000000,0.222222,0.000000,0.666667,0.88000000000000000000,0.74254529936974789916,0.31827111984282907662
